text,label,score
DAMでめっちゃバズってるボカロPって紹介されてた,NEUTRAL,0.6587
歌愛ユキとか関係なく稲葉曇さんとは違う方ですか？,NEUTRAL,0.9016
4000万回再生おめでとうございます！,POSITIVE,0.9901
髪濡れたまま寝たらバチくそやばい寝癖になってそのまま学校行ったら強風オールバック意識した？って聞かれた今日この頃,NEUTRAL,0.8292
朝起きたら寝癖が凄かった。でも時間がなくてドライヤーをかけながら学校に行った。寝癖は大丈夫になったけど、次は風が強くなり始めて、オールバックになりました。天気はいいのに強風が吹いています。そこで「地下に潜りたいな」と思いました。でも地下はありません。さらにハトが大乱闘。その後なんとか学校に行けました。その翌日はとても暑くなりました。暖かい風が吹きました。,NEGATIVE,0.7751
これは寝起きヤシの木の続きのお話です,NEUTRAL,0.89
最近Yukopiさんをいろんな所で目にして売れたんだな…って感じるようになってきた,POSITIVE,0.9335
この人もこんなに伸びるとは思ってなかっただろうなぁ,NEUTRAL,0.6155
寝起きヤシの木→強風オールバックの流れスコ,NEUTRAL,0.8655
なんだろういつもチャリ乗る時髪気にしてたけど色々全部吹っ切れました次からは何も考えず全力でオールバックしていきますありがとうございました,POSITIVE,0.9848
って！の所が何気に好き！,POSITIVE,0.9872
良いなぁ、オールバックに出来る髪があるのか･･･（25でハゲ進み過ぎて諦めてスキンヘッド勢）,NEUTRAL,0.8228
地下熱くね,NEUTRAL,0.5453
おもしろい😊😅🎉😂❤,POSITIVE,0.9772
すごい,POSITIVE,0.73
4050万再生おめでとう！！(事前に祝う),POSITIVE,0.9889
あの日清のカップヌードルのcmに起用されるの凄すぎやろ😂,POSITIVE,0.9443
今年はこの曲を超えるボカロは生まれるのだろうか,NEUTRAL,0.5668
母さんがこの曲にハマって毎日聴いてます誰か母を止めて,NEUTRAL,0.5102
寝起きヤシの木聞いてからこっち来ると物語が続いてる感じになるの好き,POSITIVE,0.9867
「寝起きヤシの木」でせっかくセットした髪の毛がすぐ「強風オールバック」になるっていう流れが...,NEGATIVE,0.5146
拍手のとき毎回脳内でシーフードが聞こえる,NEUTRAL,0.9213
また、ユーチューバーが、自分の娘さんとか使って、【実写版】を作りそう(~_~;),POSITIVE,0.6109
Twitterでこの歌詞は第二次世界大戦の時の事なのじゃないかってガチ考察してる人いたw,NEUTRAL,0.9464
切れ目がないから嫌でも最後まで見て再生回数に貢献しちゃうの沼だわ,POSITIVE,0.9523
0:56ここ好き,POSITIVE,0.961
1:11ここからのテンポがめっちゃ好きで何回も見てしまう笑,POSITIVE,0.9708
なぜ、誰もキャベツ検定不合格に触れないのか謎,NEUTRAL,0.5203
日清とのコラボ見て、納得して聴いたら良かった,POSITIVE,0.9899
この曲は大変らしいよ。今流行ってるんですか,NEUTRAL,0.8834
ウーパールーパー？😅,NEUTRAL,0.9704
作画崩壊キャベツ！😅,NEGATIVE,0.8007
0:53ﾊﾄｫ⁉︎,NEUTRAL,0.9473
4000万再生おめでとうございます！！,POSITIVE,0.9909
史上2曲目のボカロ1億回再生に届きそうな曲。グッバイ宣言と配色が似ているのもポイントが高い。ただ、ここから再生数を伸ばすにはテレビ番組で取り上げられる事が必要になる(コマーシャル以外で),NEUTRAL,0.8553
キャベツ見て笑った,POSITIVE,0.89
月から,NEUTRAL,0.9239
歩くのは楽しいこと！.!,POSITIVE,0.9895
いつかグッバイ宣言も超えそうだな,POSITIVE,0.8464
リコーダーの部分が1番好きやわ,POSITIVE,0.9822
4週間ぶりに見たら4000万再生すげぇぇ。4週間前は3100万再生やったのに。強風もヤシの木も最高！！,POSITIVE,0.9904
cmからクセになって本家とcm行き来してるカプヌの方の概要欄好き,POSITIVE,0.9095
カップヌードルから来ました,NEUTRAL,0.9559
cmで見掛けて心をわしづかみされました、最高です。,POSITIVE,0.9912
ライディングデュエルしてたら向かい風が強すぎてカード吹き飛ばされて相手のフィールドにセットされちゃって負けました。,NEGATIVE,0.9676
風強いくらいって死なないとない思います。死んだなら死因を言って下さい。,NEGATIVE,0.9002
からすが一生懸命でかわいい,POSITIVE,0.9916
4000万回再生おめでとうございます🎊,POSITIVE,0.9702
隕石が落ちてくる瞬間にこれ流れてきてほしい,NEUTRAL,0.5445
絵がかわいくて草,POSITIVE,0.975
ヤシの木を聞いてからだと、早さに物足りなさを覚える…脳から変な汁が出るくらいに速さをくれ…,NEGATIVE,0.8432
裏拍踏んでるカラスがスキ。,NEGATIVE,0.6574
なんで急に有名になったんだろう,NEUTRAL,0.7331
寝起きヤシの木聞いたけどやっぱ初心に戻ってきた人✋,POSITIVE,0.6272
この伸び方だと1～2週間もしないうちにラグトレインの再生数超えそうで草,POSITIVE,0.8448
カプヌの元ネタこれかｗ,NEUTRAL,0.9328
歌愛ユキが今日もかあいい。。,POSITIVE,0.979
なんでこれこんな流行ってんの？この曲のなにがそこまでみんなに刺さるのか私にはさっぱり分からんよ…,NEGATIVE,0.9736
サイコー☆+☆)/ｻｲｯｺｰ,NEUTRAL,0.7967
小学3年生の息子とカラオケ行ったらこれ歌ってたな。今時の子達はこうゆうのを聞くのか。お父さん頑張って覚えよ,POSITIVE,0.8074
頭から離れなくなった時にCMに起用するとは日清もやりおるな,POSITIVE,0.9364
CMで🦑切るとこ好き,POSITIVE,0.9808
4000万再生おめでとうございます‼️,POSITIVE,0.9897
ありがとうございます！,POSITIVE,0.9893
4000万回再生おめでとう！！㊗️🎉🎊,POSITIVE,0.9931
この曲が史上2曲目のボカロ一億再生達成だろうな。,POSITIVE,0.9253
新曲でて戻ってきた人絶対いるよね,POSITIVE,0.955
自分前髪とかはセットしないけど向かい風の時におでこ出るの気になるから分かる,NEUTRAL,0.8946
この曲はハマる😱中毒性高過ぎ❗アニメーションかわいい✨ＣＤで出ませんか？,POSITIVE,0.6763
やっぱこれだね,POSITIVE,0.8581
ついに、カップヌードルのcmになりましたかー❤,NEUTRAL,0.8777
この曲、配信リリースしてほしい。めっちゃ聞きたい,POSITIVE,0.9773
ひさびさにすごいボカロ曲聴いた気がした,POSITIVE,0.8286
かわいい,POSITIVE,0.9801
4008万回再生おめでとうございますそのうち100回は自分ですカスタネット担当が好きです,POSITIVE,0.9786
40m🎉🎉🎉🎉,NEUTRAL,0.8508
伸び具合が半端じゃねぇw,POSITIVE,0.5348
4000万回再生おめでとう！ユキちゃんは4000万回強風オールバックを経験したよ！,POSITIVE,0.9851
カプヌからきた〜,NEUTRAL,0.6182
ついに歌愛ユキが4000万回オールバックしたか,NEUTRAL,0.7508
4000万おめでとうございます,POSITIVE,0.9613
4000万再生おめでとう！！！,POSITIVE,0.992
尊敬,NEUTRAL,0.8172
あーいざくろちゃんっぽい,NEUTRAL,0.8463
,NEUTRAL,0.9457
今更ですが見ました！面白かったです🏆,POSITIVE,0.9942
この曲中毒性すごい,NEGATIVE,0.651
4000万回再生おめでとうございます,POSITIVE,0.9697
守若の兄貴で来た人（ヒューマンバグ大学）↓↓↓,NEUTRAL,0.8724
神曲っすね,POSITIVE,0.98
4000万再生おめでとうございます！🎉🎉,POSITIVE,0.9902
最近口笛するときこれ吹いてしまうwwwwww😂,NEUTRAL,0.6117
この調子で再生数１億超えたら笑う,POSITIVE,0.8878
4000万回再生の内、1000回は増やした自信あるわw,POSITIVE,0.9879
まぁ、むきんって入力しても無勤なんて変換は候補にはでないと思うけどね🤔どやって間違えたのかな…普段から無勤という言葉をお使いになられてたのかな…,NEGATIVE,0.8886
4000万再生おめでとう！🎉,POSITIVE,0.9893
4000万回wwwwwwwwwほんとすごい,POSITIVE,0.8481
😂私を幸せにしてくれてありがとう,POSITIVE,0.9806
この歌よく聞いてます,NEUTRAL,0.8245
本人もこんなバズるとは思ってなかっただろ,NEUTRAL,0.502
4000万再生！？,NEUTRAL,0.9413
みんな何回見た？,NEUTRAL,0.9315
今日（2023/7/29）見たら、4000万回再生超えてた…,NEUTRAL,0.5595
4000おめです！！！,POSITIVE,0.9752
歌愛ユキって可愛いよな♥️,POSITIVE,0.9927
4000万再生おめでとう！🎉,POSITIVE,0.9893
みんなめっちゃコメントしてんのすげえな,POSITIVE,0.948
4か月で40000000再生とかすご。1年で1億2千万回で全国民聞いてるじゃんｗ,POSITIVE,0.87
今までありがとう、灰色の背景,POSITIVE,0.775
4000萬再生～！！！！！！！！,POSITIVE,0.9662
4000万回おめでとう🎉🎉🎉🎉,POSITIVE,0.9649
4000万おめでとー,NEUTRAL,0.7132
2023年7月29日4000万再生おめでとうございます。CMに、新作の寝起きヤシの木本当に凄いです。,POSITIVE,0.985
4000万回突破おめでとうございます🎉これからもたくさん聴いてリピします！！,POSITIVE,0.9933
4000万回再生おめでとう🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉これからも鬼リピします！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,POSITIVE,0.9821
4000万おめでとう🎊,POSITIVE,0.9671
4000万回再生ktkr！おめでとうございます！,POSITIVE,0.9923
4000万きたー！,NEUTRAL,0.5017
4000万回再生おめでとうございます🎉,POSITIVE,0.9702
あと少しで四千万再生だ！四千万になった！すげぇ！おめでとうございます🎉,POSITIVE,0.9906
4000万回もオールバックになってるユキちゃん面白すぎる,POSITIVE,0.9844
4000万オールバック突破で草,POSITIVE,0.757
この曲普通にクラスで流行ってるw,NEUTRAL,0.8683
群馬県平野部の冬だとからっ風が強くて通学通勤時にこういう状態になりますね。,NEGATIVE,0.9222
コメ欄群馬の人たくさんいて嬉しい,POSITIVE,0.9913
もうすぐ4000万再生に届きそうなのを見るとやっぱりこの歌は人気なんだなと感じる,POSITIVE,0.9788
小四の娘、夏休みの宿題でリコーダー練習あるのに、何故かこの曲を吹いちゃう…なぁぜなぁぜ？😂😂😂,NEUTRAL,0.8058
カップヌードル(日清)のCMが元ネタこれなんだ｡(笑),NEUTRAL,0.9351
4000万再生行くのか・・・（困惑,NEUTRAL,0.5032
4000万行くやん,POSITIVE,0.8051
1.25倍派やはり自分だけではなかった,NEUTRAL,0.8435
4000万まであと1万再生‼️,POSITIVE,0.9126
例のCMにつられて安易にシーフードヌードルに手を出してしまいました、誠に遺憾です,NEGATIVE,0.9868
4000万…4000万…,NEUTRAL,0.8708
騙されたと思って1.25倍速で再生してみ？めちゃめちゃ乗れる曲になる（？）,POSITIVE,0.9037
両サイドの手拍子がドチャクソスコ😂,POSITIVE,0.7029
CM見れた、嬉しい,POSITIVE,0.9944
蛙亭中野が描くイワクラ,NEUTRAL,0.9071
カップヌードルのやつになってたよね,NEUTRAL,0.8615
シーフードヌードルのCMで知りました,NEUTRAL,0.9132
勤務帰り、外出た瞬間口ずさんでしまう。,NEGATIVE,0.9
あったかさを求めてるのに半そで？,NEGATIVE,0.806
ヤシの木聞いてオールバック聞いたら遅く感じて笑う,NEUTRAL,0.8602
先日近所の中学生たちが、これ歌いながら歩いてましたわ,NEUTRAL,0.7073
もしかして強風オールバックって寝起きヤシの木と繋がってる？,NEUTRAL,0.9591
カプヌから来ました,NEUTRAL,0.9398
群馬とかだと秋から冬にかけての強風がすごすぎて自転車で坂道下るときに漕がないと前に進まないとかあるよbyグンマー民,NEGATIVE,0.8115
なんだろこの古のボカロ感,NEUTRAL,0.5229
ヨーデルの女以来の中毒性,NEGATIVE,0.9832
ここまで有名になったら小学校とかでリコーダーの音階教えてもいい説,POSITIVE,0.8356
CMは日清としては久々の秀作,POSITIVE,0.7593
カップヌードルだらだら食べたくなる,POSITIVE,0.6495
yukopiさん歌が神ってるううううう,POSITIVE,0.9781
もうすぐ4000万回再生！凄い勢い！,POSITIVE,0.9556
守若の兄貴しか出てこなねぇ😅,NEGATIVE,0.5848
毎日、歌ってルくらい中毒です❤,NEGATIVE,0.7364
この曲にハマっていつもこの曲を流しています🤣,POSITIVE,0.9562
この、プロが休憩中にお遊びとして適当に作った感が満載なのがいい,POSITIVE,0.9472
天才。,POSITIVE,0.6917
1:12有名な作画崩壊キャベツ！！！芸が細かくて好き,POSITIVE,0.9847
冬の群馬は空っ風の影響で毎日こんな感じ！笑特にチャリ通の時は強風すぎて毎日オールバックだった記憶が笑,NEUTRAL,0.8902
良すぎる,POSITIVE,0.9892
この曲、面白い♪。これをCMにした日清の凄さ★。,POSITIVE,0.9878
中毒性高すぎる,NEGATIVE,0.9938
カップヌードルのCMと思って30秒くらい見たあと商品出ないのか尖ってるな日清って思ってたら元ネタだった。。,NEUTRAL,0.9348
