label,text,score
0,3900万回再生おめでとう御座います！！,0.989
1,オンガクヨすぎよヤバいヤバくないすごい,0.7283
1,この歌が好きですわ～～。,0.9868
-1,イヤイヤいいモノを作り出すとすぐにあちこちがパクリ始めますねm(__)mこころのそこからご苦労様ですと言いたい。,0.7389
1,キャベツが瑠璃色なアニメのヤツですね！,0.9258
1,うざい強風がこんないいものに凄すぎる,0.583
1,曲とアニメーションが完璧にハマってるかなり中毒性高い,0.9859
1,曲もいいがやはりキャベツとリズム隊がいい。瑠璃色なキャベツ最高。,0.9901
1,いいないいな,0.961
1,日清CMバージョンも素晴らしいが、やっぱり原曲最高すぎ。そして・・・新作投稿の情報に期待が止まらん！！,0.9892
-1,沢山カバーされてるけど開幕の音程合ってる人居ないね……,0.955
1,直近のジブリ放映でカッブラーメンコラボしてましたね❤衝撃💥的でしたよ❤可愛い❤,0.9884
1,かわいい❤,0.9704
1,中出た瞬間終わったわ！,0.965
1,0:50〜0:58リズムが良すぎる,0.9524
1,本家も好きだしcmバージョンも好き❤,0.9841
1,始めてみたけど面白い楽しい曲ですね、ヤシガニのところで笑ってまうのが我ながら歳やなぁって思います。,0.9774
-1,最近、外出た瞬間終わったと感じたのはセミが玄関前に転がっててお亡くなり？してた時ですね。天気は良くても進めないのは定期的にセミファイナルがあるからなんだと。,0.9274
-1,100万再生されてて伸びるだろな〜って思ってたらもう4000万に近い数字になってやがる…,0.8885
1,俺を復活させた❗,0.9468
1,この十年人生を過ごせば考えられそう感がすごい好きw,0.9866
1,女の子可愛い〜,0.9886
1,この曲、めちゃくちゃハマってる😊カセットテープにもAD-850で録音までしたくらい😊ADX5555zなどでもこれ流していたいわ!,0.9805
-1,癖になる,0.9544
1,キャベツ切るの意味わからなすぎてすきw途中の「ぽひぃ〜っ！」はもっと好きww,0.9784
1,CM企画にGO出した人すごいと思う,0.9819
-1,CMになった瞬間、終わったわ☆クオ高すぎて、お亡くなり☆,0.6335
-1,仕事中ずっと頭の中で『外でた瞬間終わったわ、天気がいいのに進めない』てながれて何故か仕事進むんだが...,0.8972
1,カップラーメンのCMの本家見てきたあとの、TVでCM見るの楽しみ😊,0.9817
1,カップヌードル。。。シーフード買ったわww,0.5578
1,CMおめでとうございます🎊🎉,0.9734
1,あのCM元ネタがあったのか！なんか中毒性高いCMだなぁと思ってたけど、なんか感動したわ。,0.9785
-1,お亡くなりの意味誰か教えて😭意味伝わらず眠れない,0.9899
1,40代のオッサンですが😅この変な曲大好き😂,0.9798
1,この曲好き,0.9885
-1,行く時は向かい風で「帰る時は追い風や！！」でいざ帰ると向かい風なのガチでぶち切れそうやったなぁww,0.5521
0,CM採用おめでとうございます！👏🏻·͜·,0.9842
1,うける(笑笑)wwwwwwwwwwwwwwwwwwwwwwwww😂😂😂😂😂😂😂😂😂😂,0.9515
1,これをCM採用する日清すごいよ、よくやった,0.9501
1,カスタネット叩いてる烏が可愛すぎる。,0.9857
1,カラスのカスタネット好きすぎるw,0.9765
1,CM採用凄い…,0.7565
1,リコーダーの外し具合すごい好きw,0.9892
1,CM出てたから戻ってきました。やっぱり神曲っすわ。,0.9861
0,カップヌードル😊とコラボおめでとうおめでとうございます🎉✨😆✨🎊,0.9816
1,CMに使われるとは、お見事(ﾉﾟ∀ﾟ)ﾉ,0.967
1,税金オールアップのアテレコで岸田首相をCMに出そう。,0.9144
-1,キャベツネタは、ここまで侵食しているのか,0.8348
-1,ちょっと倍速したらいい感じに風強くて必死な感じになった,0.4983
1,頭の中で思いだしたりして授業中とか頭の中で流れてる!!w,0.8334
1,配信4ヶ月程度でCMデビューとか改めてこの曲の中毒性を感じた,0.9186
1,サビがずっと頭の中にながれる癖が強い感じがあって好き！,0.9884
-1,仕事してても脳内ループしとるんよ。,0.9878
1,この再生回数の伸びからすると、7月中に4000万回視聴を超えるのか？凄まじい！,0.9178
1,これをアレンジしてＣＭにしようとした日清食品広報のセンスよ！！！,0.9634
1,CMを見て再び本陣を訪れました。この曲を保存して携帯で聴きながら公園をジョギングすると、なぜか風が涼しく感じる魔法がかかります。,0.7858
1,ちょいちょいネットのおもちゃを挟んでくるアニメーションもおもろい。,0.7826
1,1:11～のキャベツ切ってるシーンが「夜明け前より瑠璃色な」のパロディなの笑った。なつかしwww,0.8172
-1,よく見たら作画崩壊したキャベツおるやん,0.8339
1,CMも大好きです！,0.9935
1,CMに起用しようと言い出した日清社員さんもそれをゴーサイン出したしたお偉いさんも案件受けたYukopiさんも全てが最高だろ,0.9743
1,中毒性あるなあw,0.9257
0,CMコラボおめでとうございます🎉！,0.993
1,日清にも認められた神曲,0.9532
1,ヤバい、中毒性ありすぎてハマりました😳,0.7998
1,ハトハトハトハト大乱闘のとこ大好き❤,0.9889
1,CMに採用されるとか凄すぎだろ❗️😂,0.8766
1,カスタネットを叩くカラスがかわいいw,0.9764
1,カプヌのcm神,0.9176
0,シーフードおめでとう,0.9387
-1,まだ伸びてるやん…すご……,0.6048
1,キャベツが作画崩壊のネタつかってて好き︎👍🏻̖́-,0.9783
-1,遂にCMに使われるとは、すげぇ,0.5097
-1,なぜみんな「放送事故キャベツ」には触れないんだ？,0.551
-1,学校の帰りにうたうくらいだいすき❤です❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,0.564
-1,カラオケで歌ったら音ていがちがかった😢😮,0.8007
-1,強風オールバック聞こうと思ってきいてて、チャンネル開いた時にちらって再生数見たらえげつない差があったwww,0.8631
1,カップヌードルのＣＭdr初めて知ったけど、このＣＭ好き。,0.9894
1,これからもどんどん流行ってほしい,0.6011
1,最後の方のウーパールーパーかわいい❤️,0.9839
1,別に興味ないのに何となく見たら魅了されて全部見ちまったじゃねぇか！(笑),0.9419
1,2倍速にするとやばいwww,0.614
-1,君たちはどうオールバックかあの映画観てたら、脳内で再生されました。さすが世界の駿。時代の最先端を走ってるけど内容ワカメで終わったわ,0.7015
-1,どうしてSpotifyにないのですか,0.5759
-1,これをカプヌのCMに落とし込んだ人の才能に嫉妬する,0.9128
1,1:25ここの顔好き,0.9051
-1,替え歌「定期的にナイアガラ」外出た瞬間終わったわ天気はいいけど進めない風なさすぎてお亡くなり常時常時常時ナイアガラ地下に潜りたいなって思いました風さえ吹いてくれりゃあったかいのにアイスをしゃぶりたいなって思いましたいやいや外出たらあっつぉあっつぉあっつぉあっつぉはい、猛暑(ｱｰ)外出た瞬間終わったわ天気はいいけど進めない風なさすぎてお亡くなり常時常時常時ナイアガラ,0.9409
1,1:39かわいい笑,0.9645
1,CMに映るのはすごいなぁ~,0.9512
1,ボカロも好きだけど曲のテンポ、癖になる歌詞が中毒性あって好き,0.978
1,終わったわのところが好き,0.9885
-1,俺、痛風オールバックなんやけど。,0.8761
1,キャベツの作画期待通りで気持ちいい,0.9948
1,カプヌのもいいですね。,0.9732
1,うん、、めっちゃいいやんけw俺の中ではナンバーワン☝️オモロイ。うん、、、ね,0.9745
1,定期的に見たくなります,0.7449
1,リコーダー吹いてるときのカラス可愛いなー,0.984
1,歌詞とリズムがちゃんとして過ぎて中毒性ある曲だな,0.9671
1,すごい。本当に良い曲。可愛さと支離滅裂が懐かしい感じです。,0.9905
1,なんかすっごい無になって聴き続けてたらある時最初からオールバックにしてたらいいんじゃないかっていうド田舎丸出しのことが思いついた。,0.7554
-1,外出た瞬間終わったわ。暑すぎ,0.8243
1,この歌はハマっちゃうわ。,0.982
1,キャベツ検定があるやん！,0.6857
1,オールバックの髪型の方が普通に感じちゃうw普通の時の髪型もいいけどね！,0.8588
0,cmおめでとうございます！,0.986
-1,これなんで人気なのかまじで分からない。ボカロ大して知ってるわけじゃないけど調教下手じゃね普通に,0.8011
1,多分風強すぎる時に思ったこと歌にしてるんかな？地下に潜りたいは共感🎉,0.7149
1,0:56「あー」のところ好き,0.9764
1,俺が小学生なら間違いなくリコーダーソロをコピーする。なんなら今から笛買ってくる。,0.9211
1,草ww,0.5842
0,カップヌードルコラボおめでとう！,0.9881
0,日清CM印象的すぎて調べてたらこちらに流れ着きましたw凄いですね！CMおめでとうございます！！,0.9934
1,俺もオールバックにしようかな,0.5593
1,こちらの曲を使用してもよろしいでしょうか?あとついでにコチラの動画もユーチューブで私の替え歌という企画でして、よろしいですか?,0.7667
